Line ID,Game ID,Player Name,Normalized Name,Team,Line,Market,League,Is Available,Sportsbook,Game Date,Start Time,Grade,Line Changes
prizepicks_3462620,2024-12-11_milwaukee-bucks_orlando-magic,Brook Lopez,brook lopez,milwaukee bucks,5.0,rebounds,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:42:26.449Z', 'value': 5}]"
prizepicks_3462598,2024-12-11_milwaukee-bucks_orlando-magic,Tristan Da Silva,tristan silva,orlando magic,7.5,points,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:38:26.408Z', 'value': 7.5}]"
prizepicks_3462597,2024-12-11_milwaukee-bucks_orlando-magic,Taurean Prince,taurean prince,milwaukee bucks,4.5,points,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:38:26.408Z', 'value': 5.5}, {'timestamp': '2024-12-10T00:27:26.408Z', 'value': 5}, {'timestamp': '2024-12-10T01:22:26.312Z', 'value': 4.5}]"
prizepicks_3462596,2024-12-11_milwaukee-bucks_orlando-magic,Wendell Carter Jr.,wendell carter,orlando magic,10.0,points,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:38:26.408Z', 'value': 10.5}, {'timestamp': '2024-12-09T23:47:26.422Z', 'value': 11}, {'timestamp': '2024-12-10T00:32:26.427Z', 'value': 10.5}, {'timestamp': '2024-12-10T00:42:26.390Z', 'value': 10}]"
prizepicks_3462595,2024-12-11_milwaukee-bucks_orlando-magic,Brook Lopez,brook lopez,milwaukee bucks,9.5,points,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:38:26.408Z', 'value': 10.5}, {'timestamp': '2024-12-09T21:47:26.531Z', 'value': 10}, {'timestamp': '2024-12-10T01:22:26.312Z', 'value': 9.5}]"
prizepicks_3462594,2024-12-11_milwaukee-bucks_orlando-magic,Kentavious Caldwell-Pope,kentavious caldwellpope,orlando magic,10.5,points,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:38:26.408Z', 'value': 10.5}, {'timestamp': '2024-12-09T23:32:26.323Z', 'value': 10}, {'timestamp': '2024-12-10T00:33:26.366Z', 'value': 10.5}]"
prizepicks_3462593,2024-12-11_milwaukee-bucks_orlando-magic,Damian Lillard,damian lillard,milwaukee bucks,24.0,points,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:38:26.408Z', 'value': 23.5}, {'timestamp': '2024-12-10T02:02:26.316Z', 'value': 24}]"
prizepicks_3462592,2024-12-11_milwaukee-bucks_orlando-magic,Goga Bitadze,goga bitadze,orlando magic,10.5,points,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:38:26.408Z', 'value': 10.5}]"
prizepicks_3462591,2024-12-11_milwaukee-bucks_orlando-magic,Giannis Antetokounmpo,thanasis antetokounmpo,milwaukee bucks,30.5,points,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:38:26.408Z', 'value': 30.5}]"
prizepicks_3462590,2024-12-11_milwaukee-bucks_orlando-magic,Jalen Suggs,jalen suggs,orlando magic,20.5,points,NBA,True,PrizePicks,2024-12-11,2024-12-11T00:10:00.000Z,not-started,"[{'timestamp': '2024-12-09T21:38:26.408Z', 'value': 18.5}, {'timestamp': '2024-12-09T21:42:26.449Z', 'value': 19}, {'timestamp': '2024-12-09T23:47:26.422Z', 'value': 19.5}, {'timestamp': '2024-12-10T00:27:26.408Z', 'value': 20.5}]"
