Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Team,GameID
Jalen Suggs,33:49,9,20,.450,3,9,.333,3,4,.750,1,3,4,3,3,2,2,3,24,18.1,-5,.551,.525,.450,.200,2.9,12.9,6.9,17.6,4.3,5.7,8.4,29.9,107,102,7.3,ORL,202501010DET
Jett Howard,15:12,3,4,.750,0,1,.000,3,4,.750,0,1,1,0,0,0,0,1,9,6.9,-1,.781,.750,.250,1.000,0.0,9.6,3.9,0.0,0.0,0.0,0.0,16.1,160,116,-0.1,ORL,202501010DET
Jonathan Isaac,15:02,1,5,.200,0,4,.000,2,2,1.000,1,1,2,1,1,1,2,2,4,1.5,+3,.340,.200,.800,.400,6.5,9.7,7.8,9.4,3.2,6.4,25.4,22.3,65,105,-11.6,ORL,202501010DET
Kentavious Caldwell-Pope,34:23,8,11,.727,4,6,.667,1,1,1.000,0,2,2,2,2,1,2,2,21,18.4,-17,.918,.909,.545,.091,0.0,8.5,3.4,10.8,2.8,2.8,14.9,16.6,148,108,8.5,ORL,202501010DET
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,ORL,202501010DET
Team Totals,240,37,91,.407,8,35,.229,14,20,.700,9,24,33,18,18,5,13,21,96,,,.481,.451,.385,.220,18.4,72.7,40.2,48.6,18.0,10.0,11.5,100.0,96.0,104.9,,ORL,202501010DET
Tristan Da Silva,22:42,0,6,.000,0,1,.000,0,0,,1,5,6,3,1,0,1,3,0,-1.1,-18,.000,.000,.167,.000,4.3,32.0,15.5,17.1,2.1,0.0,14.3,13.1,32,107,-14.4,ORL,202501010DET
Wendell Carter Jr.,34:04,7,15,.467,0,4,.000,1,2,.500,2,6,8,1,2,1,1,3,15,11.3,-11,.472,.467,.267,.133,5.8,25.6,13.7,5.2,2.8,2.8,5.9,21.1,96,105,-3.8,ORL,202501010DET
Ausar Thompson,24:46,3,9,.333,0,2,.000,0,2,.000,1,4,5,1,5,0,5,2,6,1.9,+3,.304,.333,.222,.222,5.9,15.8,11.8,5.5,9.7,0.0,33.6,26.1,48,79,-8.1,DET,202501010DET
Cade Cunningham,34:20,7,14,.500,4,6,.667,1,2,.500,1,7,8,9,0,1,5,2,19,15.6,-3,.638,.643,.429,.143,4.2,20.0,13.6,40.3,0.0,2.5,25.2,25.2,114,97,4.9,DET,202501010DET
Isaiah Stewart,21:16,2,5,.400,1,2,.500,2,2,1.000,0,8,8,3,0,1,0,3,7,8.3,-4,.595,.500,.400,.400,0.0,36.8,22.0,18.6,0.0,4.0,0.0,12.0,148,91,7.0,DET,202501010DET
Jaden Ivey,26:45,8,11,.727,5,6,.833,1,2,.500,0,1,1,4,1,0,5,0,22,16.2,+9,.926,.955,.545,.182,0.0,3.7,2.2,26.9,1.8,0.0,29.6,27.4,121,100,11.8,DET,202501010DET
Jalen Duren,26:44,9,10,.900,0,0,,0,0,,3,8,11,1,1,0,1,3,18,18.6,+13,.900,.900,.000,.000,16.3,29.3,24.1,7.2,1.8,0.0,9.1,17.9,163,92,9.8,DET,202501010DET
Malik Beasley,22:04,0,7,.000,0,4,.000,2,2,1.000,1,5,6,1,0,0,4,1,2,-4.4,-4,.127,.000,.571,.286,6.6,22.2,15.9,5.3,0.0,0.0,33.7,23.4,31,98,-22.4,DET,202501010DET
Marcus Sasser,6:34,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+4,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0,104,-13.4,DET,202501010DET
Paul Reed,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,202501010DET
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,DET,202501010DET
Ron Holland,10:09,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,1,2,2,-0.1,-8,.500,.500,.000,.000,0.0,0.0,0.0,13.0,0.0,0.0,33.3,12.8,81,104,-9.3,DET,202501010DET
Team Totals,240,41,79,.519,12,29,.414,11,17,.647,9,40,49,25,7,3,24,18,105,,,.607,.595,.367,.215,27.3,81.6,59.8,61.0,7.0,5.4,21.7,100.0,104.9,96.0,,DET,202501010DET
Tim Hardaway Jr.,32:30,4,11,.364,0,4,.000,4,5,.800,1,1,2,3,0,0,1,2,12,6.8,+16,.455,.364,.364,.455,4.5,3.0,3.6,12.6,0.0,0.0,7.0,19.0,107,103,-5.9,DET,202501010DET
Tobias Harris,34:52,7,9,.778,2,4,.500,1,2,.500,2,6,8,2,0,1,1,3,17,16.2,+19,.860,.889,.444,.222,8.3,16.9,13.4,8.8,0.0,2.5,9.2,13.6,158,98,7.1,DET,202501010DET
Wendell Moore Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,202501010DET
Adama Sanogo,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHI,202501010WAS
Chris Duarte,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHI,202501010WAS
Coby White,31:00,5,11,.455,2,6,.333,5,5,1.000,0,2,2,6,1,0,4,3,17,11.9,-22,.644,.545,.545,.455,0.0,7.0,3.6,27.9,1.4,0.0,23.3,22.5,110,119,-4.6,CHI,202501010WAS
Dalen Terry,18:32,2,3,.667,1,2,.500,1,2,.500,0,1,1,3,1,0,2,1,6,5.3,-7,.773,.833,.667,.667,0.0,5.9,3.0,21.7,2.4,0.0,34.0,12.9,108,117,-2.6,CHI,202501010WAS
E.J. Liddell,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHI,202501010WAS
Jalen Smith,13:42,1,6,.167,1,4,.250,0,0,,0,2,2,0,1,1,1,2,3,-0.3,-17,.250,.250,.667,.000,0.0,15.9,8.1,0.0,3.2,5.6,14.3,20.8,44,109,-16.3,CHI,202501010WAS
Jevon Carter,4:21,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,3.4,0,1.500,1.500,1.000,.000,0.0,0.0,0.0,36.8,0.0,0.0,0.0,9.3,279,124,16.3,CHI,202501010WAS
Josh Giddey,26:16,3,8,.375,0,1,.000,0,0,,3,3,6,2,1,1,5,1,6,2.3,-17,.375,.375,.125,.000,13.1,12.5,12.7,10.3,1.7,2.9,38.5,20.1,64,115,-14.1,CHI,202501010WAS
Julian Phillips,7:49,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,0,0,4,2.7,-2,.667,.667,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,124,124,-5.3,CHI,202501010WAS
Lonzo Ball,22:28,2,7,.286,1,6,.167,0,0,,1,7,8,4,3,1,1,1,5,8.8,-6,.357,.357,.857,.000,5.1,34.0,19.9,23.3,5.9,3.4,12.5,14.5,91,101,1.3,CHI,202501010WAS
Matas Buzelis,14:12,2,5,.400,1,3,.333,0,0,,1,3,4,0,1,1,1,0,5,4.6,+2,.500,.500,.600,.000,8.0,23.0,15.7,0.0,3.1,5.4,16.7,17.2,86,108,-4.1,CHI,202501010WAS
Nikola Vučević,31:49,5,17,.294,2,9,.222,0,0,,2,12,14,6,0,0,1,2,12,9.5,-2,.353,.353,.529,.000,7.2,41.1,24.6,27.1,0.0,0.0,5.6,23.0,90,116,-5.9,CHI,202501010WAS
Patrick Williams,22:43,3,6,.500,1,4,.250,0,0,,0,3,3,3,1,0,2,0,7,6.0,-3,.583,.583,.667,.000,0.0,14.4,7.4,18.3,1.9,0.0,25.0,14.3,96,117,-3.9,CHI,202501010WAS
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,CHI,202501010WAS
Talen Horton-Tucker,15:55,3,5,.600,1,2,.500,0,0,,1,2,3,0,0,1,0,1,7,6.3,-18,.700,.700,.400,.000,7.2,13.7,10.5,0.0,0.0,4.8,0.0,12.8,138,117,-1.6,CHI,202501010WAS
Team Totals,240,41,92,.446,14,47,.298,11,14,.786,8,36,44,28,11,6,20,13,107,,,.545,.522,.511,.152,19.0,81.8,51.2,68.3,10.1,9.5,16.9,100.0,98.0,114.5,,CHI,202501010WAS
Zach LaVine,31:13,12,20,.600,3,8,.375,5,7,.714,0,1,1,3,2,1,3,2,32,23.3,+2,.693,.675,.400,.350,0.0,3.5,1.8,20.5,2.8,2.4,11.5,33.9,119,114,6.9,CHI,202501010WAS
Alex Sarr,24:46,5,11,.455,1,2,.500,0,1,.000,1,9,10,5,0,1,2,1,11,10.1,+10,.481,.500,.182,.091,4.4,41.5,22.5,24.7,0.0,4.3,14.9,21.5,99,97,-1.2,WAS,202501010WAS
Anthony Gill,1:40,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.0,-2,.750,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,127,108,21.5,WAS,202501010WAS
Bilal Coulibaly,8:34,0,1,.000,0,0,,0,0,,1,0,1,2,1,0,1,0,0,1.4,0,.000,.000,.000,.000,12.7,0.0,6.5,22.9,5.1,0.0,50.0,9.2,78,96,-3.6,WAS,202501010WAS
Carlton Carrington,30:31,4,5,.800,3,3,1.000,0,0,,0,4,4,6,1,1,0,1,11,15.8,+12,1.100,1.100,.600,.000,0.0,15.0,7.3,22.1,1.4,3.5,0.0,6.5,214,99,8.3,WAS,202501010WAS
Corey Kispert,29:11,5,12,.417,3,6,.500,0,0,,1,1,2,2,0,0,1,0,13,8.0,+22,.542,.542,.500,.000,3.7,3.9,3.8,8.1,0.0,0.0,7.7,17.6,105,107,-5.9,WAS,202501010WAS
Jared Butler,1:40,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-2,,,,,0.0,0.0,0.0,58.8,0.0,0.0,,0.0,235,108,2.1,WAS,202501010WAS
Johnny Davis,1:40,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-2,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0,108,-33.4,WAS,202501010WAS
Jonas Valančiūnas,21:32,6,12,.500,0,0,,2,3,.667,2,4,6,6,3,0,4,2,14,12.6,+13,.526,.500,.000,.250,10.1,21.2,15.6,37.5,6.1,0.0,23.1,31.8,100,89,2.6,WAS,202501010WAS
Jordan Poole,27:36,10,21,.476,6,13,.462,4,4,1.000,1,2,3,2,3,0,5,2,30,19.2,+8,.659,.619,.619,.190,4.0,8.3,6.1,11.0,4.8,0.0,18.0,39.8,103,95,4.7,WAS,202501010WAS
Justin Champagnie,20:47,6,8,.750,2,3,.667,1,1,1.000,0,2,2,1,1,0,1,2,15,12.3,+3,.889,.875,.375,.125,0.0,11.0,5.4,6.6,2.1,0.0,10.6,18.0,144,101,4.5,WAS,202501010WAS
Kyle Kuzma,22:10,2,3,.667,0,0,,1,1,1.000,0,5,5,5,1,0,0,2,5,8.9,+10,.727,.667,.000,.333,0.0,25.8,12.6,24.2,2.0,0.0,0.0,6.1,177,98,2.8,WAS,202501010WAS
Kyshawn George,20:25,4,10,.400,1,6,.167,0,0,,0,4,4,0,1,0,0,1,9,5.4,+8,.450,.450,.600,.000,0.0,22.4,10.9,0.0,2.2,0.0,0.0,19.4,87,98,-8.3,WAS,202501010WAS
Malcolm Brogdon,27:48,5,12,.417,0,1,.000,2,2,1.000,1,3,4,6,0,1,1,1,12,10.7,+12,.466,.417,.083,.167,3.9,12.3,8.0,25.7,0.0,3.8,7.2,19.8,110,103,-4.4,WAS,202501010WAS
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,WAS,202501010WAS
Richaun Holmes,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS,202501010WAS
Team Totals,240,49,99,.495,17,36,.472,10,12,.833,8,34,42,36,11,3,17,13,125,,,.599,.581,.364,.121,18.2,81.0,48.8,73.5,10.1,6.7,14.0,100.0,114.5,98.0,,WAS,202501010WAS
Tristan Vukcevic,1:40,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,1,2,2.0,-2,1.000,1.000,.000,.000,65.5,0.0,33.5,0.0,0.0,0.0,0.0,23.7,214,107,9.0,WAS,202501010WAS
Antonio Reeves,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOP,202501010MIA
Brandon Boston Jr.,20:13,5,7,.714,0,1,.000,4,4,1.000,1,3,4,1,2,0,0,1,14,15.0,+11,.799,.714,.143,.571,6.2,23.0,13.8,8.4,5.0,0.0,0.0,20.7,166,117,9.7,NOP,202501010MIA
CJ McCollum,34:19,9,16,.563,1,5,.200,3,5,.600,1,3,4,5,0,1,1,1,22,18.0,-12,.604,.594,.313,.313,3.7,13.5,8.1,25.5,0.0,2.9,5.2,26.7,122,126,1.0,NOP,202501010MIA
Daniel Theis,17:42,0,1,.000,0,1,.000,0,0,,0,3,3,1,0,2,0,1,0,1.9,+4,.000,.000,1.000,.000,0.0,26.2,11.8,6.8,0.0,11.1,0.0,2.7,53,118,-4.6,NOP,202501010MIA
Dejounte Murray,31:18,5,13,.385,0,5,.000,2,2,1.000,0,3,3,7,0,0,4,1,12,6.3,-11,.432,.385,.385,.154,0.0,14.8,6.7,33.2,0.0,0.0,22.4,27.2,84,129,-12.2,NOP,202501010MIA
Herbert Jones,38:57,3,5,.600,0,1,.000,2,2,1.000,0,4,4,4,1,0,2,5,8,6.7,0,.680,.600,.200,.400,0.0,15.9,7.1,13.6,1.3,0.0,25.4,9.6,114,125,-6.9,NOP,202501010MIA
Jamal Cain,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOP,202501010MIA
Javonte Green,9:03,1,2,.500,1,1,1.000,0,0,,0,1,1,1,0,1,1,0,3,2.7,-11,.750,.750,.500,.000,0.0,17.1,7.7,15.3,0.0,10.8,33.3,15.8,98,120,2.9,NOP,202501010MIA
Jeremiah Robinson-Earl,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOP,202501010MIA
Jordan Hawkins,20:12,3,9,.333,2,5,.400,0,0,,1,3,4,1,1,2,0,0,8,7.6,-7,.444,.444,.556,.000,6.3,23.0,13.8,7.2,2.5,9.7,0.0,21.2,97,114,1.7,NOP,202501010MIA
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,NOP,202501010MIA
Team Totals,240,40,80,.500,9,34,.265,19,22,.864,5,26,31,25,4,7,11,15,108,,,.602,.556,.425,.275,13.2,83.9,44.9,62.5,4.2,14.3,10.9,100.0,112.6,124.1,,NOP,202501010MIA
Trey Murphy III,39:02,11,24,.458,5,15,.333,7,7,1.000,1,3,4,3,0,0,1,3,34,23.1,-17,.628,.563,.625,.292,3.2,11.9,7.1,13.9,0.0,0.0,3.6,34.3,123,129,1.8,NOP,202501010MIA
Yves Missi,29:14,3,3,1.000,0,0,,1,2,.500,1,3,4,2,0,1,1,3,7,7.2,-12,.902,1.000,.000,.667,4.3,15.9,9.5,9.4,0.0,3.4,20.5,8.0,149,126,-2.7,NOP,202501010MIA
Alec Burks,19:00,1,4,.250,1,2,.500,3,3,1.000,0,1,1,2,0,0,0,0,6,5.3,+2,.564,.375,.500,.750,0.0,6.6,3.7,12.2,0.0,0.0,0.0,12.8,133,118,-3.2,MIA,202501010MIA
Bam Adebayo,31:18,9,14,.643,0,2,.000,5,5,1.000,1,8,9,10,2,0,4,3,23,23.7,+6,.710,.643,.143,.357,4.9,32.3,20.0,50.8,3.2,0.0,19.8,29.4,131,107,11.2,MIA,202501010MIA
Duncan Robinson,25:09,7,13,.538,3,7,.429,0,0,,0,4,4,3,1,0,0,2,17,14.2,+7,.654,.654,.538,.000,0.0,20.1,11.1,18.7,2.0,0.0,0.0,23.6,129,111,4.2,MIA,202501010MIA
Haywood Highsmith,26:07,1,6,.167,0,3,.000,0,0,,1,2,3,2,1,0,2,4,2,-1.7,+11,.167,.167,.500,.000,5.9,9.7,8.0,8.7,1.9,0.0,25.0,14.0,52,113,-15.7,MIA,202501010MIA
Isaiah Stevens,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501010MIA
Jaime Jaquez Jr.,23:16,5,9,.556,1,1,1.000,1,4,.250,2,2,4,4,2,0,0,2,12,12.5,+2,.558,.611,.111,.444,13.3,10.9,12.0,24.5,4.3,0.0,0.0,21.1,130,107,4.9,MIA,202501010MIA
Jimmy Butler,24:44,3,5,.600,1,2,.500,2,2,1.000,0,4,4,2,0,0,0,1,9,8.9,+9,.765,.700,.400,.400,0.0,20.4,11.3,10.2,0.0,0.0,0.0,10.8,160,116,-1.8,MIA,202501010MIA
Josh Christopher,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501010MIA
Kel'el Ware,16:42,4,4,1.000,1,1,1.000,1,2,.500,1,4,5,1,0,1,0,2,10,10.9,+5,1.025,1.125,.250,.500,9.3,30.3,20.8,8.8,0.0,6.2,0.0,13.3,202,110,9.9,MIA,202501010MIA
Keshad Johnson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501010MIA
Kevin Love,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501010MIA
Nikola Jović,33:30,3,6,.500,2,4,.500,0,0,,0,7,7,6,0,0,4,1,8,6.9,0,.667,.667,.667,.000,0.0,26.4,14.5,21.7,0.0,0.0,40.0,13.6,95,115,-4.3,MIA,202501010MIA
Pelle Larsson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501010MIA
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,MIA,202501010MIA
Team Totals,240,44,83,.530,14,34,.412,17,21,.810,5,33,38,34,6,1,13,16,119,,,.645,.614,.410,.253,16.1,86.8,55.1,77.3,6.3,2.2,12.4,100.0,124.1,112.6,,MIA,202501010MIA
Terry Rozier,Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501010MIA
Tyler Herro,40:14,11,22,.500,5,12,.417,5,5,1.000,0,1,1,4,0,0,0,1,32,23.7,+13,.661,.614,.545,.227,0.0,3.1,1.7,15.5,0.0,0.0,0.0,27.4,134,118,3.0,MIA,202501010MIA
Brice Sensabaugh,14:40,2,5,.400,0,3,.000,0,0,,1,3,4,1,0,0,0,0,4,3.6,-14,.400,.400,.600,.000,6.0,26.5,14.2,10.1,0.0,0.0,0.0,13.7,101,121,-4.9,UTA,202501010NYK
Collin Sexton,31:07,10,13,.769,4,5,.800,1,1,1.000,1,3,4,5,0,0,4,2,25,20.2,-5,.930,.923,.385,.077,2.8,12.5,6.7,32.7,0.0,0.0,22.9,22.5,137,122,9.7,UTA,202501010NYK
Drew Eubanks,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA,202501010NYK
Isaiah Collier,11:12,0,2,.000,0,2,.000,0,0,,0,2,2,2,2,0,1,2,0,0.8,-11,.000,.000,1.000,.000,0.0,23.2,9.3,22.0,8.4,0.0,33.3,10.8,36,102,-6.4,UTA,202501010NYK
Johnny Juzang,22:43,3,6,.500,2,4,.500,2,2,1.000,2,3,5,0,0,0,0,5,10,7.3,-4,.727,.667,.667,.333,7.7,17.1,11.5,0.0,0.0,0.0,0.0,12.2,156,121,-1.2,UTA,202501010NYK
Jordan Clarkson,32:02,8,20,.400,3,7,.429,6,9,.667,1,3,4,1,1,2,5,1,25,12.3,-10,.522,.475,.350,.450,2.7,12.1,6.5,5.5,1.5,4.8,17.3,36.3,90,115,-0.6,UTA,202501010NYK
Keyonte George,35:52,6,13,.462,3,7,.429,0,0,,0,1,1,5,1,0,2,1,15,10.7,-6,.577,.577,.538,.000,0.0,3.6,1.5,21.6,1.3,0.0,13.3,16.8,110,121,-1.0,UTA,202501010NYK
Kyle Filipowski,11:06,1,5,.200,0,1,.000,0,0,,3,3,6,2,0,1,1,2,2,2.2,-4,.200,.200,.200,.000,23.6,35.1,28.2,24.9,0.0,7.0,16.7,21.7,75,113,-6.8,UTA,202501010NYK
Lauri Markkanen,35:23,6,22,.273,1,10,.100,3,3,1.000,3,7,10,2,2,2,1,2,16,10.2,0,.343,.295,.455,.136,7.4,25.7,14.7,8.8,2.7,4.4,4.1,27.6,83,111,-3.9,UTA,202501010NYK
Micah Potter,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA,202501010NYK
Patty Mills,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA,202501010NYK
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,UTA,202501010NYK
Svi Mykhailiuk,15:46,0,6,.000,0,4,.000,0,0,,0,1,1,0,0,0,0,1,0,-4.3,-12,.000,.000,.667,.000,0.0,8.2,3.3,0.0,0.0,0.0,0.0,15.3,0,123,-23.1,UTA,202501010NYK
Team Totals,240,39,96,.406,13,43,.302,12,15,.800,14,31,45,23,7,6,17,19,103,,,.502,.474,.448,.156,25.5,83.8,48.9,59.0,6.9,9.7,14.2,100.0,100.9,116.6,,UTA,202501010NYK
Walker Kessler,30:09,3,4,.750,0,0,,0,0,,3,5,8,5,1,1,2,3,6,10.0,-14,.750,.750,.000,.000,8.7,21.5,13.8,23.3,1.6,2.6,33.3,8.0,128,115,2.3,UTA,202501010NYK
Ariel Hukporti,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYK,202501010NYK
Cameron Payne,35:37,2,9,.222,1,3,.333,3,4,.750,1,2,3,9,3,0,3,1,8,9.3,+5,.372,.278,.333,.444,3.6,4.9,4.4,27.4,4.0,0.0,21.8,17.2,93,102,-2.4,NYK,202501010NYK
Jacob Toppin,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYK,202501010NYK
Jalen Brunson,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYK,202501010NYK
Jericho Sims,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYK,202501010NYK
Josh Hart,45:08,6,12,.500,1,4,.250,2,3,.667,2,12,14,12,1,1,7,4,15,15.1,+15,.563,.542,.333,.250,5.7,23.2,16.2,31.4,1.0,2.0,34.4,20.0,99,100,-0.4,NYK,202501010NYK
Karl-Anthony Towns,37:23,10,20,.500,3,6,.500,8,9,.889,2,19,21,4,1,1,2,3,31,29.0,+11,.647,.575,.300,.450,6.9,44.4,29.3,15.0,1.3,2.4,7.7,30.8,127,90,8.2,NYK,202501010NYK
Landry Shamet,11:05,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,0,2,3.0,+10,1.000,1.000,.000,.000,0.0,7.9,4.7,0.0,4.2,0.0,0.0,4.0,200,100,2.7,NYK,202501010NYK
Matt Ryan,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYK,202501010NYK
Mikal Bridges,44:29,12,17,.706,2,5,.400,1,2,.500,0,1,1,0,0,1,0,2,27,19.7,+13,.755,.765,.294,.118,0.0,2.0,1.2,0.0,0.0,2.0,0.0,17.8,142,111,0.4,NYK,202501010NYK
Miles McBride,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYK,202501010NYK
OG Anunoby,40:41,10,16,.625,1,3,.333,1,3,.333,1,2,3,2,3,2,1,3,22,18.9,0,.635,.656,.188,.188,3.2,4.3,3.8,6.7,3.5,4.5,5.5,20.0,120,100,2.9,NYK,202501010NYK
Pacome Dadiet,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYK,202501010NYK
Precious Achiuwa,13:14,5,8,.625,1,1,1.000,1,2,.500,0,3,3,0,1,1,0,1,12,10.2,+15,.676,.688,.125,.250,0.0,19.8,11.8,0.0,3.6,6.8,0.0,29.8,124,92,7.8,NYK,202501010NYK
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,NYK,202501010NYK
Team Totals,240,47,85,.553,9,23,.391,16,23,.696,6,41,47,31,10,6,13,16,119,,,.626,.606,.271,.271,16.2,74.5,51.1,66.0,9.8,11.3,12.0,100.0,116.6,100.9,,NYK,202501010NYK
Tyler Kolek,12:23,1,2,.500,0,1,.000,0,0,,0,1,1,4,0,0,0,2,2,3.3,+11,.500,.500,.500,.000,0.0,7.0,4.2,36.0,0.0,0.0,0.0,7.2,150,110,-1.4,NYK,202501010NYK
Ben Simmons,24:30,1,6,.167,0,0,,0,0,,0,2,2,6,1,0,1,3,2,1.8,-18,.167,.167,.000,.000,0.0,10.9,5.5,29.4,2.0,0.0,14.3,12.6,71,132,-12.3,BRK,202501010TOR
Cam Thomas,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRK,202501010TOR
Cameron Johnson,27:45,7,12,.583,3,5,.600,7,7,1.000,1,0,1,3,1,0,3,3,24,18.0,-17,.796,.708,.417,.583,4.9,0.0,2.4,17.4,1.7,0.0,16.6,28.7,133,135,4.3,BRK,202501010TOR
D'Angelo Russell,26:01,9,13,.692,2,6,.333,2,2,1.000,0,2,2,8,1,2,3,3,22,20.9,+2,.793,.769,.462,.154,0.0,10.2,5.2,58.1,1.9,6.6,17.8,28.6,135,127,12.3,BRK,202501010TOR
Day'Ron Sharpe,17:52,5,6,.833,0,1,.000,1,1,1.000,1,7,8,2,2,0,2,2,11,12.2,0,.854,.833,.167,.167,7.7,52.2,30.3,18.8,5.4,0.0,23.7,20.8,129,118,7.1,BRK,202501010TOR
